,Date,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude
178281,2006-08-01,Theft of Vehicle,2006,8,17,18.0,40.0,44XX HEATHER ST,South Cambie,491238.93,5454826.91,49.24615219,-123.1203751
39667,2003-07-01,Break and Enter Residential/Other,2003,7,20,22.0,30.0,4X W 17TH AVE,Riley Park,492292.16,5455889.59,49.25572539,-123.1059245
141946,2005-12-01,Vehicle Collision or Pedestrian Struck (with Injury),2005,12,15,19.0,21.0,MAIN ST / E 57TH AVE,Sunset,492580.0,5451747.0,49.21846539,-123.1018922
257427,2008-07-01,Vehicle Collision or Pedestrian Struck (with Injury),2008,7,18,8.0,35.0,45XX BLOCK KNIGHT ST,Kensington Cedar Cottage,494446.0,5454628.0,49.24440046,-123.076308
338811,2011-10-01,Mischief,2011,10,11,8.0,0.0,8XX W 10TH AVE,Fairview,491072.68,5456635.18,49.26241553,-123.1226997
244660,2008-05-01,Theft from Vehicle,2008,5,8,19.0,30.0,11XX W HASTINGS ST,Central Business District,491219.15,5459510.17,49.28827866,-123.1207497
449381,2015-03-01,Theft of Bicycle,2015,3,16,18.0,0.0,2XX UNION ST,Strathcona,492790.16,5458333.13,49.27771155,-123.0991248
357048,2012-12-01,Theft of Vehicle,2012,12,30,4.0,58.0,5X E HASTINGS ST,Central Business District,492488.77,5458750.55,49.28146269,-123.1032763
68986,2004-01-01,Theft of Vehicle,2004,1,18,19.0,0.0,81XX ASH ST,Marpole,491248.23,5450972.01,49.21147658,-123.1201632
492837,2016-05-01,Other Theft,2016,5,11,20.0,56.0,23XX CAMBIE ST,Mount Pleasant,491656.42,5456901.55,49.26481982,-123.1146821
78670,2004-09-01,Theft from Vehicle,2004,9,24,16.0,30.0,11XX ROBSON ST,West End,490909.53,5459106.02,49.28463875,-123.1249982
383278,2013-04-01,Theft from Vehicle,2013,4,6,16.0,0.0,50XX SLOCAN ST,Renfrew Collingwood,496058.36,5453996.9,49.23873607,-123.0541491
407747,2013-03-01,Theft from Vehicle,2013,3,8,19.0,0.0,29XX W 4TH AVE,Kitsilano,487470.43,5457315.79,49.26847454,-123.1722311
478296,2016-10-01,Theft from Vehicle,2016,10,2,5.0,0.0,16XX NOOTKA ST,Hastings Sunrise,496989.99,5457515.56,49.27039247,-123.0413771
271194,2009-05-01,Other Theft,2009,5,30,20.0,15.0,11XX DAVIE ST,West End,490375.16,5458723.44,49.2811892,-123.1323368
166815,2006-07-01,Break and Enter Residential/Other,2006,7,29,5.0,57.0,4X PEVERIL AVE,Riley Park,492230.16,5454770.47,49.24565789,-123.1067548
53310,2004-11-01,Theft from Vehicle,2004,11,4,0.0,0.0,8XX W 44TH AVE,Oakridge,490896.15,5453145.33,49.231021,-123.1250466
509776,2016-06-01,Mischief,2016,6,5,23.0,0.0,13XX GRAVELEY ST,Grandview Woodland,494398.14,5457531.84,49.27052066,-123.0770062
311051,2010-07-01,Other Theft,2010,7,21,18.0,36.0,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77,49.28139486,-123.1196866
216755,2007-11-01,Mischief,2007,11,15,21.0,0.0,5XX E 16TH AVE,Mount Pleasant,493260.52,5455973.55,49.25649206,-123.0926183
221670,2007-10-01,Break and Enter Residential/Other,2007,10,15,12.0,30.0,18XX W 15TH AVE,Kitsilano,489296.43,5456155.04,49.25806808,-123.1471
522910,2017-05-01,Break and Enter Commercial,2017,5,18,20.0,32.0,9XX E HASTINGS ST,Strathcona,493927.77,5458703.39,49.28105446,-123.0834899
139174,2005-03-01,Other Theft,2005,3,7,14.0,19.0,12XX DAVIE ST,West End,490252.9,5458833.53,49.28217754,-123.1340205
586,2003-04-01,Break and Enter Commercial,2003,4,12,10.0,30.0,10XX GILFORD ST,West End,489790.08,5459725.23,49.29019095,-123.1404069
390827,2013-03-01,Other Theft,2013,3,7,19.0,28.0,9XX SEYMOUR ST,Central Business District,491143.26,5458445.58,49.27870142,-123.1217697
189575,2007-07-01,Theft from Vehicle,2007,7,16,1.0,0.0,80XX CHESTER ST,Sunset,493482.68,5451051.84,49.21222251,-123.0894852
158702,2006-12-01,Mischief,2006,12,28,3.0,25.0,10XX GRANVILLE ST,Central Business District,490989.59,5458450.76,49.27874577,-123.1238826
349518,2011-01-01,Break and Enter Residential/Other,2011,1,28,21.0,0.0,3XX E 44TH AVE,Sunset,492768.72,5453059.4,49.23027302,-123.0993243
43380,2003-06-01,Break and Enter Residential/Other,2003,6,4,1.0,0.0,14XX LAMEYS MILL RD,Fairview,490007.44,5457361.38,49.26893135,-123.1373587
35641,2003-03-01,Break and Enter Residential/Other,2003,3,7,15.0,30.0,42XX COLLINGWOOD ST,Dunbar Southlands,486761.86,5455066.95,49.24823092,-123.1818967
244227,2008-05-01,Other Theft,2008,5,1,18.0,9.0,39XX VICTORIA DR,Kensington Cedar Cottage,495270.61,5455201.09,49.24956246,-123.0649852
221917,2007-12-01,Theft from Vehicle,2007,12,28,16.0,20.0,13XX E 28TH AVE,Kensington Cedar Cottage,494351.17,5454736.82,49.24537845,-123.0776124
179377,2006-07-01,Theft from Vehicle,2006,7,14,18.0,30.0,8X ORIOLE WALK,Riley Park,492447.61,5454036.35,49.23905704,-123.1037533
455570,2015-06-01,Theft from Vehicle,2015,6,13,12.0,30.0,11XX E HASTINGS ST,Strathcona,494141.12,5458690.14,49.28093736,-123.0805563
217467,2007-11-01,Theft of Vehicle,2007,11,16,20.0,0.0,DAVIE ST / SEYMOUR ST,Central Business District,490894.11,5458201.46,49.27650186,-123.1251896
259805,2009-05-01,Mischief,2009,5,22,20.0,34.0,9XX W 10TH AVE,Fairview,490927.08,5456629.64,49.26236356,-123.1247007
270567,2009-12-01,Theft from Vehicle,2009,12,12,1.0,30.0,9XX GRANVILLE ST,Central Business District,491165.95,5458614.65,49.28022256,-123.1214614
296236,2010-09-01,Break and Enter Commercial,2010,9,30,2.0,0.0,11XX ROBSON ST,West End,490825.96,5459202.41,49.28550454,-123.1261495
247121,2008-09-01,Theft from Vehicle,2008,9,20,18.0,0.0,6XX BURRARD ST,Central Business District,491279.21,5459177.42,49.28528639,-123.1199165
446287,2015-05-01,Theft of Vehicle,2015,5,13,16.0,0.0,CAMBIE ST / W PENDER ST,Central Business District,491994.95,5458762.17,49.28156094,-123.1100663
246728,2008-02-01,Theft from Vehicle,2008,2,6,6.0,30.0,NELSON ST / SEYMOUR ST,Central Business District,491125.66,5458434.49,49.27860141,-123.1220114
317012,2010-02-01,Mischief,2010,2,8,17.0,0.0,37XX W 10TH AVE,West Point Grey,486419.36,5456770.07,49.26354327,-123.1866605
440300,2014-06-01,Theft from Vehicle,2014,6,22,4.0,0.0,3XX HAWKS AVE,Strathcona,493669.04,5458808.58,49.28199804,-123.087049
86554,2004-05-01,Break and Enter Residential/Other,2004,5,9,14.0,24.0,13XX CHESS ST,Strathcona,493704.69,5457798.01,49.27290816,-123.0865429
362620,2012-09-01,Other Theft,2012,9,17,19.0,35.0,7XX GRANVILLE ST,Central Business District,491299.99,5458762.53,49.28155468,-123.1196217
366019,2012-02-01,Vehicle Collision or Pedestrian Struck (with Injury),2012,2,14,16.0,6.0,25XX BLOCK GARDEN DR,Kensington Cedar Cottage,495768.0,5456593.0,49.26208662,-123.0581654
381351,2013-10-01,Theft of Vehicle,2013,10,17,14.0,35.0,10XX VICTORIA DR,Grandview Woodland,495229.04,5458023.96,49.27495442,-123.0655901
421557,2014-12-01,Break and Enter Commercial,2014,12,9,11.0,13.0,1XX SWITCHMEN ST,Mount Pleasant,492662.26,5457578.34,49.27092057,-123.1008694
13628,2003-12-01,Break and Enter Residential/Other,2003,12,29,12.0,0.0,24XX W 4TH AVE,Kitsilano,488282.0,5457286.49,49.26822707,-123.1610745
328899,2011-05-01,Break and Enter Commercial,2011,5,12,22.0,0.0,8XX KEEFER ST,Strathcona,493724.11,5458496.46,49.27919104,-123.0862869
422681,2014-02-01,Theft from Vehicle,2014,2,6,22.0,30.0,16XX E GEORGIA ST,Grandview Woodland,494719.61,5458414.47,49.27846293,-123.0725987
186763,2007-07-01,Theft from Vehicle,2007,7,19,18.0,30.0,21XX E 10TH AVE,Kensington Cedar Cottage,495598.59,5456500.65,49.26125472,-123.0604928
162364,2006-09-01,Theft from Vehicle,2006,9,15,8.0,47.0,27XX CAMBRIDGE ST,Hastings Sunrise,496577.16,5459326.58,49.28668074,-123.0470676
284655,2009-07-01,Vehicle Collision or Pedestrian Struck (with Injury),2009,7,9,7.0,39.0,E 49TH AVE / ELLIOTT ST,Victoria Fraserview,496015.0,5452448.0,49.22480305,-123.0547294
333577,2011-08-01,Theft of Vehicle,2011,8,17,10.0,25.0,86XX MAIN ST,Sunset,492543.73,5450458.99,49.20687896,-123.1023663
313539,2010-09-01,Theft from Vehicle,2010,9,5,14.0,0.0,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41,49.28276102,-123.1176182
380897,2013-05-01,Other Theft,2013,5,10,17.0,14.0,22XX CAMBIE ST,Mount Pleasant,491656.68,5456919.97,49.26498552,-123.114679
482056,2016-10-01,Theft from Vehicle,2016,10,30,15.0,6.0,2XX E GEORGIA ST,Strathcona,492771.25,5458432.47,49.27860491,-123.0993865
70574,2004-10-01,Vehicle Collision or Pedestrian Struck (with Injury),2004,10,17,18.0,3.0,BOUNDARY RD / E 22ND AVE,Renfrew Collingwood,498268.0,5455320.0,49.25064791,-123.0237994
334258,2011-10-01,Other Theft,2011,10,6,23.0,17.0,12XX DAVIE ST,West End,490242.63,5458856.48,49.28238381,-123.1341623
335277,2011-08-01,Mischief,2011,8,25,7.0,0.0,BURRARD ST / W 6TH AVE,Fairview,489402.78,5457070.45,49.26630421,-123.1456627
271428,2009-01-01,Theft of Vehicle,2009,1,12,23.0,15.0,30XX SPRUCE ST,Fairview,490605.96,5456179.56,49.25831015,-123.1291037
182481,2006-01-01,Theft from Vehicle,2006,1,31,14.0,0.0,2XX E PENDER ST,Strathcona,492757.33,5458625.15,49.28033794,-123.0995814
126548,2005-04-01,Break and Enter Residential/Other,2005,4,19,17.0,30.0,5XX E 48TH AVE,Sunset,493212.93,5452650.92,49.22660372,-123.093216
68660,2004-01-01,Break and Enter Residential/Other,2004,1,9,0.0,0.0,33XX W 16TH AVE,Kitsilano,487034.61,5456145.73,49.25794058,-123.178184
492727,2016-09-01,Theft from Vehicle,2016,9,3,6.0,43.0,RICHARDS ST / W GEORGIA ST,Central Business District,491549.42,5458724.17,49.28121313,-123.1161914
212164,2007-02-01,Theft of Vehicle,2007,2,2,11.0,36.0,39XX DUMFRIES ST,Kensington Cedar Cottage,494669.06,5455285.99,49.25032121,-123.0732521
345921,2011-11-01,Mischief,2011,11,13,16.0,19.0,X W HASTINGS ST,Central Business District,492391.68,5458762.58,49.2815697,-123.1046114
208480,2007-04-01,Theft from Vehicle,2007,4,19,3.0,0.0,11XX W HASTINGS ST,Central Business District,491219.15,5459510.17,49.28827866,-123.1207497
406424,2013-08-01,Theft from Vehicle,2013,8,24,4.0,30.0,11XX GRANVILLE ST,Central Business District,490853.68,5458300.2,49.27738944,-123.1257477
464947,2015-08-01,Other Theft,2015,8,14,9.0,49.0,32XX E 54TH AVE,Killarney,497159.78,5451926.61,49.22011939,-123.0390035
79721,2004-03-01,Theft from Vehicle,2004,3,23,22.0,0.0,12XX PACIFIC ST,West End,490058.08,5458556.42,49.27968175,-123.1366923
7294,2003-06-01,Theft of Vehicle,2003,6,26,2.0,0.0,57XX VICTORIA DR,Victoria Fraserview,495234.36,5453322.32,49.2326622,-123.065461
81611,2004-06-01,Break and Enter Residential/Other,2004,6,2,7.0,30.0,4XX STANLEY PARK DR,Stanley Park,490217.32,5460474.61,49.29693871,-123.1345499
315521,2010-10-01,Theft of Bicycle,2010,10,30,21.0,35.0,GRANVILLE ST / W 12TH AVE,Fairview,489908.4,5456457.69,49.26080088,-123.1386973
452570,2015-09-01,Other Theft,2015,9,10,12.0,42.0,64XX VICTORIA DR,Victoria Fraserview,495211.54,5452622.31,49.22636526,-123.0657661
18294,2003-03-01,Break and Enter Residential/Other,2003,3,31,8.0,0.0,27XX YALE ST,Hastings Sunrise,496564.73,5459770.22,49.29067129,-123.0472423
144383,2006-12-01,Theft of Vehicle,2006,12,29,1.0,0.0,26XX PANDORA ST,Hastings Sunrise,496231.26,5458911.68,49.28294661,-123.0518201
257121,2008-02-01,Mischief,2008,2,16,13.0,20.0,1XX ROBSON ST,Central Business District,491703.69,5458334.09,49.27770641,-123.1140621
307764,2010-04-01,Theft from Vehicle,2010,4,3,21.0,30.0,19XX E 49TH AVE,Victoria Fraserview,495119.68,5452485.86,49.22513713,-123.067026
297268,2010-01-01,Break and Enter Commercial,2010,1,17,4.0,45.0,18XX W 16TH AVE,Kitsilano,489298.89,5456062.93,49.25723958,-123.1470638
440858,2015-05-01,Theft from Vehicle,2015,5,5,0.0,0.0,46XX W 10TH AVE,West Point Grey,484482.1,5456810.18,49.26385798,-123.2132888
247398,2008-04-01,Break and Enter Residential/Other,2008,4,12,10.0,30.0,72XX LAUREL ST,Oakridge,490811.09,5451904.11,49.21985466,-123.1261865
481237,2016-11-01,Theft from Vehicle,2016,11,28,0.0,30.0,10XX CANADA PL,Central Business District,491493.31,5459541.98,49.28856868,-123.1169802
224779,2008-11-01,Theft from Vehicle,2008,11,1,0.0,0.0,5XX W 29TH AVE,South Cambie,491559.74,5454712.78,49.24513007,-123.1159649
185913,2006-12-01,Vehicle Collision or Pedestrian Struck (with Injury),2006,12,12,10.0,27.0,VIVIAN ST / E 48TH AVE,Victoria Fraserview,496339.0,5452571.0,49.22591149,-123.0502808
494329,2016-07-01,Other Theft,2016,7,20,19.0,47.0,16XX DAVIE ST,West End,489856.27,5459238.12,49.28581043,-123.1394843
52430,2004-09-01,Break and Enter Residential/Other,2004,9,7,7.0,0.0,21XX W 39TH AVE,Arbutus Ridge,488476.45,5453751.52,49.23643305,-123.1582999
69593,2004-01-01,Theft of Vehicle,2004,1,31,16.0,0.0,9XX E 14TH AVE,Mount Pleasant,493799.8,5456122.06,49.25783364,-123.0852094
440982,2015-06-01,Break and Enter Commercial,2015,6,3,18.0,50.0,9XX W HASTINGS ST,Central Business District,491501.39,5459388.09,49.28718453,-123.1168659
517699,2017-03-01,Mischief,2017,3,17,22.0,0.0,8XX UNION ST,Strathcona,493655.29,5458296.75,49.2773939,-123.0872299
512579,2016-07-01,Theft from Vehicle,2016,7,23,21.0,30.0,5X WATER ST,Central Business District,492337.98,5459004.91,49.28374882,-123.1053544
350793,2012-03-01,Break and Enter Commercial,2012,3,24,13.0,30.0,5XX E BROADWAY AVE,Mount Pleasant,493305.97,5456636.6,49.26245682,-123.0920048
334592,2011-12-01,Theft from Vehicle,2011,12,17,18.0,57.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38,49.28182573,-123.1171386
446422,2015-12-01,Theft of Bicycle,2015,12,29,16.0,0.0,9XX RICHARDS ST,Central Business District,491227.97,5458407.29,49.27835821,-123.1206042
445282,2015-12-01,Theft of Bicycle,2015,12,14,7.0,0.0,9XX W 22ND AVE,South Cambie,490822.08,5455439.3,49.25165465,-123.1261166
191539,2007-09-01,Mischief,2007,9,30,4.0,15.0,11XX DENMAN ST,West End,489782.01,5459502.74,49.28818949,-123.1405122
160646,2006-11-01,Theft from Vehicle,2006,11,22,7.0,30.0,25XX RENFREW ST,Renfrew Collingwood,496780.31,5456572.81,49.26191118,-123.0442519
311900,2010-07-01,Theft of Bicycle,2010,7,16,12.0,30.0,4XX W 12TH AVE,Mount Pleasant,491704.78,5456413.63,49.26043155,-123.1140073
438940,2014-02-01,Break and Enter Residential/Other,2014,2,7,15.0,0.0,18XX E GEORGIA ST,Grandview Woodland,495141.1,5458406.0,49.27839024,-123.0668037
469781,2015-02-01,Other Theft,2015,2,13,17.0,15.0,25XX E HASTINGS ST,Hastings Sunrise,496186.03,5458718.06,49.28120469,-123.0524402
427892,2014-02-01,Other Theft,2014,2,15,17.0,46.0,23XX CAMBIE ST,Fairview,491637.21,5456826.57,49.2641451,-123.1149446
317021,2010-11-01,Theft from Vehicle,2010,11,27,23.0,0.0,28XX ADANAC ST,Hastings Sunrise,496725.29,5458305.93,49.27750063,-123.0450223
207495,2007-07-01,Theft of Bicycle,2007,7,29,20.0,0.0,29XX SPRUCE ST,Fairview,490608.57,5456297.83,49.25937406,-123.1290706
431473,2014-10-01,Mischief,2014,10,27,20.0,54.0,13XX W 4TH AVE,Fairview,490161.48,5457123.07,49.26679021,-123.1352354
55704,2004-08-01,Theft from Vehicle,2004,8,11,23.0,30.0,E PENDER ST / GORE AVE,Strathcona,492922.96,5458624.7,49.28033583,-123.0973041
487851,2016-10-01,Theft of Bicycle,2016,10,19,11.0,0.0,6XX W 41ST AVE,Oakridge,491253.25,5453429.85,49.23358553,-123.1201479
313518,2010-02-01,Theft from Vehicle,2010,2,4,17.0,20.0,6XX GRANVILLE ST,Central Business District,491520.78,5458971.8,49.2834402,-123.1165904
420003,2014-01-01,Mischief,2014,1,19,0.0,35.0,5X KEEFER ST,Central Business District,492488.2,5458505.47,49.27925815,-123.1032795
178994,2006-10-01,Theft of Vehicle,2006,10,7,14.0,51.0,53XX TAUNTON ST,Renfrew Collingwood,497210.29,5453772.16,49.23672082,-123.0383227
493724,2016-04-01,Theft of Vehicle,2016,4,22,22.0,0.0,ABBOTT ST / W PENDER ST,Central Business District,492175.44,5458706.85,49.28106567,-123.1075836
42347,2003-04-01,Other Theft,2003,4,9,18.0,13.0,7XX W GEORGIA ST,Central Business District,491407.74,5458871.84,49.28253947,-123.1181426
2163,2003-11-01,Other Theft,2003,11,21,9.0,51.0,25XX E HASTINGS ST,Hastings Sunrise,496186.03,5458718.06,49.28120469,-123.0524402
207618,2007-02-01,Theft of Bicycle,2007,2,27,15.0,30.0,37XX W 6TH AVE,West Point Grey,486409.99,5457152.94,49.26698703,-123.1868023
507351,2016-08-01,Theft from Vehicle,2016,8,27,18.0,20.0,7XX W 48TH AVE,Oakridge,490981.04,5452730.3,49.22728896,-123.1238713
334781,2011-04-01,Other Theft,2011,4,23,10.0,50.0,27XX E HASTINGS ST,Hastings Sunrise,496507.32,5458707.97,49.28111585,-123.0480225
239329,2008-11-01,Theft from Vehicle,2008,11,3,18.0,0.0,3XX W 63RD AVE,Marpole,491739.84,5451170.56,49.21326941,-123.1134174
154729,2006-03-01,Theft from Vehicle,2006,3,7,7.0,0.0,5XX HOMER ST,Central Business District,491857.76,5458887.09,49.28268281,-123.1119552
308793,2010-07-01,Theft of Bicycle,2010,7,15,15.0,30.0,1XX W BROADWAY AVE,Mount Pleasant,492164.28,5456701.93,49.26303092,-123.1076977
71364,2004-11-01,Break and Enter Commercial,2004,11,19,18.0,30.0,57XX BALSAM ST,Kerrisdale,488258.72,5453542.53,49.23454901,-123.1612848
239984,2008-06-01,Theft from Vehicle,2008,6,28,0.0,0.0,28XX HEATHER ST,Fairview,491266.75,5456366.89,49.26000501,-123.1200265
124185,2005-07-01,Theft from Vehicle,2005,7,11,14.0,0.0,14XX ROBSON ST,West End,490542.75,5459472.14,49.28792648,-123.1300502
356224,2012-11-01,Theft of Vehicle,2012,11,17,18.0,30.0,53XX OBEN ST,Renfrew Collingwood,498077.04,5453621.71,49.23537082,-123.0264153
155884,2006-11-01,Theft from Vehicle,2006,11,30,9.0,30.0,11XX BURRARD ST,Central Business District,490652.7,5458531.06,49.27946302,-123.1285163
157173,2006-06-01,Theft from Vehicle,2006,6,26,23.0,0.0,3XX W 21ST AVE,Riley Park,491883.08,5455470.59,49.25195111,-123.1115377
472322,2015-04-01,Mischief,2015,4,24,9.0,3.0,7XX BURRARD ST,West End,491107.11,5458998.84,49.28367755,-123.122279
331526,2011-10-01,Theft of Bicycle,2011,10,15,19.0,0.0,20XX TRAFALGAR ST,Kitsilano,488025.19,5457280.31,49.26816651,-123.1646044
316613,2010-09-01,Mischief,2010,9,23,21.0,30.0,34XX BURKHOLDER DR,Killarney,497699.79,5451872.46,49.21963456,-123.0315875
66738,2004-04-01,Break and Enter Residential/Other,2004,4,23,8.0,30.0,32XX E 17TH AVE,Renfrew Collingwood,497439.59,5455770.98,49.25470166,-123.0351855
211930,2007-06-01,Theft from Vehicle,2007,6,5,21.0,15.0,3XX E HASTINGS ST,Strathcona,492938.23,5458737.11,49.28134715,-123.0970962
174957,2006-10-01,Break and Enter Residential/Other,2006,10,13,9.0,30.0,34XX W 6TH AVE,Kitsilano,486886.44,5457129.83,49.26678956,-123.1802525
368977,2012-07-01,Other Theft,2012,7,13,16.0,37.0,35XX E HASTINGS ST,Hastings Sunrise,497948.87,5458704.53,49.28109144,-123.028202
82167,2004-11-01,Mischief,2004,11,27,8.0,53.0,3XX E 1ST AVE,Mount Pleasant,492919.06,5457286.22,49.26829592,-123.097334
492459,2016-06-01,Break and Enter Commercial,2016,6,28,0.0,40.0,11XX W HASTINGS ST,Central Business District,491263.59,5459491.13,49.28810803,-123.1201381
313421,2010-09-01,Vehicle Collision or Pedestrian Struck (with Injury),2010,9,6,17.0,36.0,GARDEN DR / GRANDVIEW HWY N,Kensington Cedar Cottage,495764.0,5456262.0,49.25910918,-123.0582169
397407,2013-06-01,Theft of Bicycle,2013,6,23,8.0,13.0,2XX E 2ND AVE,Mount Pleasant,492680.52,5457359.7,49.26895408,-123.1006143
48980,2003-04-01,Theft from Vehicle,2003,4,12,17.0,0.0,12XX DAVIE ST,West End,490296.85,5458803.07,49.28190425,-123.1334154
254508,2008-11-01,Theft of Vehicle,2008,11,21,18.0,0.0,HOMER ST / PACIFIC BLVD,Central Business District,490842.18,5457816.52,49.27303848,-123.1258948
465444,2015-08-01,Other Theft,2015,8,12,14.0,57.0,9XX TERMINAL AVE,Strathcona,493906.5,5457452.47,49.26980201,-123.0837633
480806,2016-08-01,Theft from Vehicle,2016,8,31,7.0,0.0,10XX CAMBIE ST,Central Business District,491327.64,5458026.05,49.27493032,-123.1192256
106412,2005-07-01,Break and Enter Residential/Other,2005,7,2,20.0,0.0,28XX E 20TH AVE,Renfrew Collingwood,496623.42,5455515.2,49.25239691,-123.0463993
263438,2009-02-01,Break and Enter Commercial,2009,2,6,16.0,0.0,21XX CORNWALL AVE,Kitsilano,488779.4,5457764.14,49.27253294,-123.1542507
441611,2015-12-01,Break and Enter Commercial,2015,12,12,15.0,0.0,9XX E HASTINGS ST,Strathcona,493891.42,5458704.72,49.28106607,-123.0839897
68551,2004-04-01,Theft of Vehicle,2004,4,2,19.0,0.0,71XX NEAL ST,Oakridge,491102.79,5451924.51,49.22004247,-123.1221812
206491,2007-08-01,Theft from Vehicle,2007,8,21,0.0,0.0,22XX E 43RD AVE,Victoria Fraserview,495532.57,5453153.7,49.23114767,-123.0613629
274691,2009-08-01,Other Theft,2009,8,29,15.0,50.0,5XX W BROADWAY AVE,Fairview,491587.49,5456728.3,49.26326046,-123.1156259
127292,2005-03-01,Theft from Vehicle,2005,3,14,16.0,0.0,23XX DUNDAS ST,Grandview Woodland,495839.99,5459121.02,49.28482712,-123.0572023
71951,2004-11-01,Break and Enter Residential/Other,2004,11,19,3.0,23.0,36XX TANNER ST,Renfrew Collingwood,498080.11,5454368.75,49.24209063,-123.0263767
505004,2016-12-01,Break and Enter Residential/Other,2016,12,15,4.0,0.0,78XX HUDSON ST,Marpole,490224.07,5451335.91,49.21473447,-123.1342339
77268,2004-09-01,Theft from Vehicle,2004,9,3,18.0,0.0,10XX RENFREW ST,Hastings Sunrise,496794.77,5458062.82,49.27531418,-123.0440651
151146,2006-09-01,Theft of Bicycle,2006,9,20,12.0,0.0,7XX CAMBIE ST,Central Business District,491701.77,5458447.47,49.27872626,-123.1140909
447947,2015-07-01,Mischief,2015,7,9,2.0,0.0,1XX W HASTINGS ST,Central Business District,492196.23,5458817.98,49.28206557,-123.1072999
150024,2006-12-01,Break and Enter Commercial,2006,12,2,1.0,30.0,28XX E HASTINGS ST,Hastings Sunrise,496682.64,5458707.64,49.28111385,-123.045612
208993,2007-10-01,Theft of Vehicle,2007,10,6,12.0,0.0,16XX E 14TH AVE,Kensington Cedar Cottage,494871.66,5456117.4,49.25780165,-123.0704788
92960,2004-03-01,Theft from Vehicle,2004,3,21,19.0,0.0,3XX E CORDOVA ST,Strathcona,492910.22,5458832.93,49.28220874,-123.097483
